addr	neighbor_num	neighbor0	neighbor1	neighbor2	neighbor3	neighbor4	neighbor5	neighbor6	neighbor7	neighbor8	neighbor9	neighbor10	neighbor11	neighbor12	neighbor13	reced0	reced1	reced2	reced3	reced4	reced5	reced6	reced7	reced8	reced9	reced10	reced11	reced12	reced13	insert_time	motelabMoteID	milli_time	motelabSeqNo
20	7	3	4	10	11	12	16	21	0	0	0	0	0	0	0	10	10	10	10	10	10	10	0	0	0	0	0	0	0	2018-07-23 10:54:52	40020	1532314492580	1
4	12	3	10	11	12	13	16	17	20	21	37	70	80	0	0	10	10	9	10	7	10	7	10	10	6	10	9	0	0	2018-07-23 10:54:52	40004	1532314492662	2
21	9	3	4	10	12	13	17	20	37	80	0	0	0	0	0	8	10	10	6	9	9	10	6	6	0	0	0	0	0	2018-07-23 10:54:52	40021	1532314492825	3
17	6	3	4	10	12	21	80	0	0	0	0	0	0	0	0	7	10	10	10	9	10	0	0	0	0	0	0	0	0	2018-07-23 10:54:52	40017	1532314492859	4
13	11	3	4	8	9	11	16	21	26	33	37	67	0	0	0	3	8	7	7	5	1	6	7	7	10	2	0	0	0	2018-07-23 10:54:52	40013	1532314492893	5
9	5	8	13	39	64	67	0	0	0	0	0	0	0	0	0	10	10	9	2	10	0	0	0	0	0	0	0	0	0	2018-07-23 10:54:52	40009	1532314492926	6
12	5	3	4	10	17	80	0	0	0	0	0	0	0	0	0	6	10	10	10	10	0	0	0	0	0	0	0	0	0	2018-07-23 10:54:52	40012	1532314492959	7
8	5	3	9	13	64	67	0	0	0	0	0	0	0	0	0	10	10	9	10	10	0	0	0	0	0	0	0	0	0	2018-07-23 10:54:52	40008	1532314492993	8
10	4	3	12	17	80	0	0	0	0	0	0	0	0	0	0	2	10	10	2	0	0	0	0	0	0	0	0	0	0	2018-07-23 10:54:53	40010	1532314493026	9
16	5	3	4	11	13	20	0	0	0	0	0	0	0	0	0	9	10	10	7	10	0	0	0	0	0	0	0	0	0	2018-07-23 10:54:53	40016	1532314493060	10
3	10	4	8	10	11	12	13	16	17	21	80	0	0	0	0	10	6	7	7	10	7	5	9	3	6	0	0	0	0	2018-07-23 10:54:53	40003	1532314493093	11
11	5	3	4	13	16	20	0	0	0	0	0	0	0	0	0	8	9	7	10	10	0	0	0	0	0	0	0	0	0	2018-07-23 10:54:53	40011	1532314493126	12
26	5	8	13	37	38	39	0	0	0	0	0	0	0	0	0	1	10	9	6	4	0	0	0	0	0	0	0	0	0	2018-07-23 10:54:54	40026	1532314494150	13
37	8	4	13	21	26	33	38	39	56	0	0	0	0	0	0	6	10	6	7	8	7	4	5	0	0	0	0	0	0	2018-07-23 10:54:54	40037	1532314494487	14
39	6	9	13	26	37	38	50	0	0	0	0	0	0	0	0	9	1	8	10	10	10	0	0	0	0	0	0	0	0	2018-07-23 10:54:54	40039	1532314494561	15
32	4	33	41	52	56	0	0	0	0	0	0	0	0	0	0	5	6	6	10	0	0	0	0	0	0	0	0	0	0	2018-07-23 10:54:54	40032	1532314494595	16
24	8	32	33	38	40	41	44	52	56	0	0	0	0	0	0	6	5	4	1	6	3	6	10	0	0	0	0	0	0	2018-07-23 10:54:54	40024	1532314494627	17
33	6	13	32	37	38	52	56	0	0	0	0	0	0	0	0	7	8	8	4	5	7	0	0	0	0	0	0	0	0	2018-07-23 10:54:54	40033	1532314494660	18
41	12	32	38	40	43	44	47	48	50	52	53	56	77	0	0	7	1	10	10	10	8	5	10	10	4	10	5	0	0	2018-07-23 10:54:54	40041	1532314494693	19
38	10	13	26	33	37	39	40	41	44	50	56	0	0	0	0	6	10	6	10	10	9	8	10	8	5	0	0	0	0	2018-07-23 10:54:54	40038	1532314494743	20
50	11	38	39	40	41	43	44	47	52	53	63	77	0	0	0	5	7	8	10	10	9	5	8	10	10	10	0	0	0	2018-07-23 10:54:54	40050	1532314494780	21
78	3	70	72	80	0	0	0	0	0	0	0	0	0	0	0	9	10	3	0	0	0	0	0	0	0	0	0	0	0	2018-07-23 10:54:55	40078	1532314495105	22
80	9	3	4	10	12	17	21	70	72	78	0	0	0	0	0	6	10	10	10	10	3	10	2	7	0	0	0	0	0	2018-07-23 10:54:55	40080	1532314495139	23
44	10	38	40	41	43	47	48	50	52	53	77	0	0	0	0	10	9	10	10	8	1	10	8	10	10	0	0	0	0	2018-07-23 10:54:55	40044	1532314495170	24
64	6	8	50	63	66	67	70	0	0	0	0	0	0	0	0	8	4	10	3	10	9	0	0	0	0	0	0	0	0	2018-07-23 10:54:55	40064	1532314495203	25
43	10	40	41	44	47	48	50	52	53	63	77	0	0	0	0	10	10	10	5	9	10	10	4	7	10	0	0	0	0	2018-07-23 10:54:55	40043	1532314495289	26
