addr	neighbor_num	neighbor0	neighbor1	neighbor2	neighbor3	neighbor4	neighbor5	neighbor6	neighbor7	neighbor8	neighbor9	neighbor10	neighbor11	neighbor12	neighbor13	reced0	reced1	reced2	reced3	reced4	reced5	reced6	reced7	reced8	reced9	reced10	reced11	reced12	reced13	insert_time	motelabMoteID	milli_time	motelabSeqNo
3	10	4	8	10	11	12	13	16	17	21	80	0	0	0	0	10	7	10	7	10	3	6	5	5	7	0	0	0	0	2018-07-23 09:05:15	40003	1532307915697	1
21	9	3	4	10	12	13	17	20	37	80	0	0	0	0	0	9	10	10	10	10	10	9	9	4	0	0	0	0	0	2018-07-23 09:05:15	40021	1532307915842	2
9	5	8	13	39	64	67	0	0	0	0	0	0	0	0	0	10	10	10	9	10	0	0	0	0	0	0	0	0	0	2018-07-23 09:05:15	40009	1532307915930	3
13	11	3	4	8	9	11	16	21	26	33	37	67	0	0	0	8	6	4	9	5	1	3	6	4	10	1	0	0	0	2018-07-23 09:05:16	40013	1532307916013	4
4	12	3	10	11	12	13	16	17	20	21	37	70	80	0	0	10	10	9	10	7	10	8	9	10	9	8	8	0	0	2018-07-23 09:05:16	40004	1532307916054	5
10	8	3	4	12	17	20	21	70	80	0	0	0	0	0	0	9	10	8	10	2	7	6	10	0	0	0	0	0	0	2018-07-23 09:05:16	40010	1532307916096	6
16	5	3	4	11	13	20	0	0	0	0	0	0	0	0	0	4	10	10	1	10	0	0	0	0	0	0	0	0	0	2018-07-23 09:05:16	40016	1532307916134	7
12	7	3	4	10	17	20	21	80	0	0	0	0	0	0	0	10	10	10	10	6	9	10	0	0	0	0	0	0	0	2018-07-23 09:05:16	40012	1532307916164	8
20	7	3	4	10	11	12	16	21	0	0	0	0	0	0	0	5	10	10	10	10	10	10	0	0	0	0	0	0	0	2018-07-23 09:05:16	40020	1532307916197	9
11	5	3	4	13	16	20	0	0	0	0	0	0	0	0	0	9	7	7	10	9	0	0	0	0	0	0	0	0	0	2018-07-23 09:05:16	40011	1532307916231	10
8	5	3	9	13	64	67	0	0	0	0	0	0	0	0	0	10	9	10	10	10	0	0	0	0	0	0	0	0	0	2018-07-23 09:05:16	40008	1532307916264	11
17	6	3	4	10	12	21	80	0	0	0	0	0	0	0	0	10	10	10	10	10	10	0	0	0	0	0	0	0	0	2018-07-23 09:05:16	40017	1532307916322	12
24	9	32	33	37	38	40	41	44	52	56	0	0	0	0	0	10	9	3	1	6	9	9	8	8	0	0	0	0	0	2018-07-23 09:05:16	40024	1532307916994	13
40	11	38	41	43	44	47	48	50	52	53	63	77	0	0	0	7	10	10	9	10	10	8	10	6	9	8	0	0	0	2018-07-23 09:05:17	40040	1532307917450	14
26	5	13	37	38	39	56	0	0	0	0	0	0	0	0	0	9	8	7	8	1	0	0	0	0	0	0	0	0	0	2018-07-23 09:05:17	40026	1532307917540	15
37	7	3	4	13	26	38	39	56	0	0	0	0	0	0	0	2	6	10	7	8	7	8	0	0	0	0	0	0	0	2018-07-23 09:05:17	40037	1532307917598	16
33	5	13	32	38	52	56	0	0	0	0	0	0	0	0	0	6	9	1	8	8	0	0	0	0	0	0	0	0	0	2018-07-23 09:05:17	40033	1532307917631	17
38	9	13	26	33	37	39	40	44	50	56	0	0	0	0	0	5	8	1	10	10	9	10	10	6	0	0	0	0	0	2018-07-23 09:05:17	40038	1532307917664	18
