addr	neighbor_num	neighbor0	neighbor1	neighbor2	neighbor3	neighbor4	neighbor5	neighbor6	neighbor7	neighbor8	neighbor9	neighbor10	neighbor11	neighbor12	neighbor13	reced0	reced1	reced2	reced3	reced4	reced5	reced6	reced7	reced8	reced9	reced10	reced11	reced12	reced13	insert_time	motelabMoteID	milli_time	motelabSeqNo
3	10	4	8	10	11	12	16	17	20	21	80	0	0	0	0	9	6	9	9	9	6	9	1	8	9	0	0	0	0	2018-07-19 22:26:28	40003	1532010388879	1
10	9	3	4	12	13	17	20	21	70	80	0	0	0	0	0	10	10	10	1	10	8	8	9	10	0	0	0	0	0	2018-07-19 22:26:28	40010	1532010388970	2
21	9	3	4	10	12	13	16	17	20	37	0	0	0	0	0	9	10	9	8	8	1	10	10	9	0	0	0	0	0	2018-07-19 22:26:29	40021	1532010389242	3
17	6	3	4	10	12	21	80	0	0	0	0	0	0	0	0	10	9	10	10	9	10	0	0	0	0	0	0	0	0	2018-07-19 22:26:29	40017	1532010389272	4
9	4	8	13	39	67	0	0	0	0	0	0	0	0	0	0	10	10	10	8	0	0	0	0	0	0	0	0	0	0	2018-07-19 22:26:29	40009	1532010389306	5
16	6	3	4	11	13	20	21	0	0	0	0	0	0	0	0	7	10	10	7	10	7	0	0	0	0	0	0	0	0	2018-07-19 22:26:29	40016	1532010389356	6
20	7	3	4	10	11	12	16	21	0	0	0	0	0	0	0	10	10	10	10	10	10	10	0	0	0	0	0	0	0	2018-07-19 22:26:29	40020	1532010389389	7
4	12	3	10	11	12	13	16	17	20	21	37	70	80	0	0	10	10	9	10	8	10	7	10	10	8	7	10	0	0	2018-07-19 22:26:29	40004	1532010389422	8
12	9	3	4	10	11	17	20	21	70	80	0	0	0	0	0	10	10	10	3	10	8	8	7	10	0	0	0	0	0	2018-07-19 22:26:29	40012	1532010389456	9
13	12	4	8	9	10	11	16	21	26	33	37	38	67	0	0	7	6	8	2	8	2	7	6	7	10	4	2	0	0	2018-07-19 22:26:29	40013	1532010389489	10
