addr	neighbor_num	neighbor0	neighbor1	neighbor2	neighbor3	neighbor4	neighbor5	neighbor6	neighbor7	neighbor8	neighbor9	neighbor10	neighbor11	neighbor12	neighbor13	reced0	reced1	reced2	reced3	reced4	reced5	reced6	reced7	reced8	reced9	reced10	reced11	reced12	reced13	insert_time	motelabMoteID	milli_time	motelabSeqNo
21	8	3	4	10	12	13	17	20	37	0	0	0	0	0	0	10	10	9	10	10	10	10	9	0	0	0	0	0	0	2018-07-23 15:00:00	40021	1532329200587	1
3	10	4	8	10	11	12	13	16	17	21	80	0	0	0	0	10	10	10	10	10	10	10	10	10	10	0	0	0	0	2018-07-23 15:00:00	40003	1532329200682	2
4	11	3	10	11	12	13	16	20	21	37	70	80	0	0	0	10	10	10	10	10	10	10	10	10	9	10	0	0	0	2018-07-23 15:00:00	40004	1532329200723	3
10	7	3	4	12	17	21	70	80	0	0	0	0	0	0	0	7	7	10	10	6	7	10	0	0	0	0	0	0	0	2018-07-23 15:00:00	40010	1532329200765	4
20	7	3	4	10	11	12	16	21	0	0	0	0	0	0	0	8	10	10	10	10	10	10	0	0	0	0	0	0	0	2018-07-23 15:00:00	40020	1532329200807	5
17	5	3	10	12	21	80	0	0	0	0	0	0	0	0	0	10	10	10	10	10	0	0	0	0	0	0	0	0	0	2018-07-23 15:00:00	40017	1532329200855	6
11	5	3	4	13	16	20	0	0	0	0	0	0	0	0	0	10	10	10	10	10	0	0	0	0	0	0	0	0	0	2018-07-23 15:00:00	40011	1532329200903	7
16	5	3	4	11	13	20	0	0	0	0	0	0	0	0	0	8	10	10	7	10	0	0	0	0	0	0	0	0	0	2018-07-23 15:00:00	40016	1532329200942	8
13	11	3	4	8	9	11	21	26	33	37	38	67	0	0	0	6	10	10	7	10	6	8	5	10	4	2	0	0	0	2018-07-23 15:00:00	40013	1532329200982	9
9	5	8	13	39	64	67	0	0	0	0	0	0	0	0	0	10	8	5	2	9	0	0	0	0	0	0	0	0	0	2018-07-23 15:00:01	40009	1532329201207	10
12	8	3	4	10	17	20	21	70	80	0	0	0	0	0	0	10	10	10	10	6	7	7	10	0	0	0	0	0	0	2018-07-23 15:00:01	40012	1532329201274	11
8	5	3	9	13	64	67	0	0	0	0	0	0	0	0	0	9	10	9	9	10	0	0	0	0	0	0	0	0	0	2018-07-23 15:00:01	40008	1532329201307	12
63	11	40	41	43	50	52	64	66	67	70	72	77	0	0	0	9	9	9	10	1	10	10	1	10	7	7	0	0	0	2018-07-23 15:00:02	40063	1532329202219	13
26	5	9	13	37	38	39	0	0	0	0	0	0	0	0	0	5	10	10	9	9	0	0	0	0	0	0	0	0	0	2018-07-23 15:00:02	40026	1532329202249	14
24	7	32	33	37	38	41	52	56	0	0	0	0	0	0	0	8	8	3	2	8	9	8	0	0	0	0	0	0	0	2018-07-23 15:00:02	40024	1532329202313	15
37	8	4	13	21	26	33	38	39	56	0	0	0	0	0	0	8	10	8	8	6	9	9	10	0	0	0	0	0	0	2018-07-23 15:00:02	40037	1532329202366	16
32	3	33	41	52	0	0	0	0	0	0	0	0	0	0	0	8	7	9	0	0	0	0	0	0	0	0	0	0	0	2018-07-23 15:00:02	40032	1532329202399	17
33	6	13	32	37	38	52	56	0	0	0	0	0	0	0	0	8	6	6	6	6	7	0	0	0	0	0	0	0	0	2018-07-23 15:00:02	40033	1532329202432	18
38	10	13	26	33	37	39	40	41	43	44	50	0	0	0	0	7	9	7	10	10	9	5	3	10	8	0	0	0	0	2018-07-23 15:00:02	40038	1532329202466	19
66	4	63	64	70	77	0	0	0	0	0	0	0	0	0	0	9	7	6	8	0	0	0	0	0	0	0	0	0	0	2018-07-23 15:00:02	40066	1532329202499	20
39	5	9	26	37	38	50	0	0	0	0	0	0	0	0	0	10	7	10	10	10	0	0	0	0	0	0	0	0	0	2018-07-23 15:00:02	40039	1532329202549	21
78	2	70	72	0	0	0	0	0	0	0	0	0	0	0	0	10	10	0	0	0	0	0	0	0	0	0	0	0	0	2018-07-23 15:00:02	40078	1532329202769	22
80	8	3	4	10	12	17	70	72	78	0	0	0	0	0	0	7	8	10	10	10	10	9	8	0	0	0	0	0	0	2018-07-23 15:00:02	40080	1532329202833	23
71	3	69	70	75	0	0	0	0	0	0	0	0	0	0	0	10	9	10	0	0	0	0	0	0	0	0	0	0	0	2018-07-23 15:00:02	40071	1532329202866	24
77	7	40	43	50	52	53	63	66	0	0	0	0	0	0	0	10	10	10	8	9	3	9	0	0	0	0	0	0	0	2018-07-23 15:00:02	40077	1532329202899	25
41	13	32	38	40	43	44	47	48	50	52	53	56	63	77	0	8	4	10	10	10	9	10	10	10	3	8	8	4	0	2018-07-23 15:00:03	40041	1532329203081	26
69	3	70	71	75	0	0	0	0	0	0	0	0	0	0	0	9	10	10	0	0	0	0	0	0	0	0	0	0	0	2018-07-23 15:00:03	40069	1532329203429	27
67	3	8	9	64	0	0	0	0	0	0	0	0	0	0	0	10	8	10	0	0	0	0	0	0	0	0	0	0	0	2018-07-23 15:00:03	40067	1532329203475	28
70	12	4	10	12	50	63	64	66	69	71	72	78	80	0	0	5	8	5	3	9	7	1	7	7	10	10	9	0	0	2018-07-23 15:00:03	40070	1532329203508	29
72	4	63	70	78	80	0	0	0	0	0	0	0	0	0	0	7	10	10	7	0	0	0	0	0	0	0	0	0	0	2018-07-23 15:00:03	40072	1532329203541	30
75	2	69	71	0	0	0	0	0	0	0	0	0	0	0	0	10	10	0	0	0	0	0	0	0	0	0	0	0	0	2018-07-23 15:00:03	40075	1532329203575	31
64	6	8	9	63	66	67	70	0	0	0	0	0	0	0	0	10	2	10	2	9	6	0	0	0	0	0	0	0	0	2018-07-23 15:00:03	40064	1532329203625	32
50	11	38	39	40	41	43	44	47	52	53	63	77	0	0	0	5	9	7	10	10	9	6	10	10	10	10	0	0	0	2018-07-23 15:00:03	40050	1532329203658	33
47	7	40	41	43	44	48	50	52	0	0	0	0	0	0	0	10	8	8	9	10	3	10	0	0	0	0	0	0	0	2018-07-23 15:00:03	40047	1532329203692	34
40	12	38	41	43	44	47	48	50	52	53	56	63	77	0	0	8	10	10	9	10	8	4	10	7	3	8	10	0	0	2018-07-23 15:00:03	40040	1532329203725	35
48	5	40	41	43	47	52	0	0	0	0	0	0	0	0	0	10	8	8	10	10	0	0	0	0	0	0	0	0	0	2018-07-23 15:00:03	40048	1532329203758	36
43	11	38	40	41	44	47	48	50	52	53	63	77	0	0	0	1	10	10	10	7	10	10	10	8	9	10	0	0	0	2018-07-23 15:00:03	40043	1532329203817	37
44	9	38	40	41	43	47	50	52	53	77	0	0	0	0	0	10	10	10	10	10	10	10	7	10	0	0	0	0	0	2018-07-23 15:00:03	40044	1532329203850	38
56	8	13	32	33	37	40	41	47	52	0	0	0	0	0	0	4	2	8	10	5	4	5	5	0	0	0	0	0	0	2018-07-23 15:00:03	40056	1532329203883	39
52	11	32	33	40	41	43	44	47	48	50	56	77	0	0	0	8	8	7	8	8	9	7	8	6	9	5	0	0	0	2018-07-23 15:00:03	40052	1532329203917	40
53	6	40	41	43	44	50	77	0	0	0	0	0	0	0	0	6	4	6	5	10	8	0	0	0	0	0	0	0	0	2018-07-23 15:00:03	40053	1532329203950	41
