addr	neighbor_num	neighbor0	neighbor1	neighbor2	neighbor3	neighbor4	neighbor5	neighbor6	neighbor7	neighbor8	neighbor9	neighbor10	neighbor11	neighbor12	neighbor13	reced0	reced1	reced2	reced3	reced4	reced5	reced6	reced7	reced8	reced9	reced10	reced11	reced12	reced13	insert_time	motelabMoteID	milli_time	motelabSeqNo
4	12	3	10	11	12	13	16	17	20	21	37	70	80	0	0	10	10	9	10	8	10	6	10	10	9	4	5	0	0	2018-07-20 13:27:54	40004	1532064474584	1
9	5	8	13	39	64	67	0	0	0	0	0	0	0	0	0	10	10	10	6	10	0	0	0	0	0	0	0	0	0	2018-07-20 13:27:54	40009	1532064474653	2
17	6	3	4	10	12	21	80	0	0	0	0	0	0	0	0	10	10	10	10	10	10	0	0	0	0	0	0	0	0	2018-07-20 13:27:54	40017	1532064474702	3
16	6	3	4	11	13	20	21	0	0	0	0	0	0	0	0	6	10	10	5	10	9	0	0	0	0	0	0	0	0	2018-07-20 13:27:54	40016	1532064474842	4
13	12	3	4	8	9	11	16	21	26	33	37	38	67	0	0	8	7	9	9	10	2	8	5	4	9	2	2	0	0	2018-07-20 13:27:54	40013	1532064474878	5
20	7	3	4	10	11	12	16	21	0	0	0	0	0	0	0	9	10	1	10	5	10	10	0	0	0	0	0	0	0	2018-07-20 13:27:54	40020	1532064474920	6
8	5	3	9	13	64	67	0	0	0	0	0	0	0	0	0	10	10	10	10	10	0	0	0	0	0	0	0	0	0	2018-07-20 13:27:54	40008	1532064474961	7
21	10	3	4	10	12	13	16	17	20	37	80	0	0	0	0	9	10	8	7	10	9	10	10	9	3	0	0	0	0	2018-07-20 13:27:55	40021	1532064475003	8
3	10	4	8	10	11	12	13	16	17	21	80	0	0	0	0	8	7	10	9	9	7	3	7	8	6	0	0	0	0	2018-07-20 13:27:55	40003	1532064475045	9
10	7	3	4	12	17	21	70	80	0	0	0	0	0	0	0	10	10	10	10	7	6	10	0	0	0	0	0	0	0	2018-07-20 13:27:55	40010	1532064475087	10
12	8	3	4	10	17	20	21	70	80	0	0	0	0	0	0	10	10	10	10	7	9	1	10	0	0	0	0	0	0	2018-07-20 13:27:55	40012	1532064475128	11
11	5	3	4	13	16	20	0	0	0	0	0	0	0	0	0	9	4	8	10	9	0	0	0	0	0	0	0	0	0	2018-07-20 13:27:55	40011	1532064475170	12
24	8	32	33	38	40	41	44	52	56	0	0	0	0	0	0	9	8	1	7	8	8	9	6	0	0	0	0	0	0	2018-07-20 13:27:55	40024	1532064475899	13
32	4	33	41	52	56	0	0	0	0	0	0	0	0	0	0	8	8	9	5	0	0	0	0	0	0	0	0	0	0	2018-07-20 13:27:56	40032	1532064476118	14
26	5	13	37	38	39	56	0	0	0	0	0	0	0	0	0	7	9	9	10	6	0	0	0	0	0	0	0	0	0	2018-07-20 13:27:56	40026	1532064476188	15
38	9	13	26	33	37	39	40	41	44	50	0	0	0	0	0	4	8	1	10	10	9	2	10	8	0	0	0	0	0	2018-07-20 13:27:56	40038	1532064476230	16
33	6	13	32	37	38	52	56	0	0	0	0	0	0	0	0	6	9	9	6	6	6	0	0	0	0	0	0	0	0	2018-07-20 13:27:56	40033	1532064476262	17
39	6	9	13	26	37	38	50	0	0	0	0	0	0	0	0	10	5	10	10	10	10	0	0	0	0	0	0	0	0	2018-07-20 13:27:56	40039	1532064476295	18
37	8	4	13	21	26	33	38	39	56	0	0	0	0	0	0	9	10	7	4	4	9	7	8	0	0	0	0	0	0	2018-07-20 13:27:56	40037	1532064476329	19
47	7	40	41	43	44	48	50	52	0	0	0	0	0	0	0	10	10	7	2	10	9	10	0	0	0	0	0	0	0	2018-07-20 13:27:56	40047	1532064476532	20
80	6	3	4	10	12	17	70	0	0	0	0	0	0	0	0	10	2	10	10	10	10	0	0	0	0	0	0	0	0	2018-07-20 13:27:56	40080	1532064476562	21
52	11	33	40	41	43	44	47	48	50	56	63	77	0	0	0	8	10	10	10	2	10	10	10	6	7	8	0	0	0	2018-07-20 13:27:56	40052	1532064476596	22
44	8	38	40	41	43	47	50	53	77	0	0	0	0	0	0	10	10	10	10	10	10	10	9	0	0	0	0	0	0	2018-07-20 13:27:56	40044	1532064476629	23
71	3	69	70	75	0	0	0	0	0	0	0	0	0	0	0	10	8	10	0	0	0	0	0	0	0	0	0	0	0	2018-07-20 13:27:56	40071	1532064476882	24
63	11	40	41	43	50	52	64	66	67	70	72	77	0	0	0	7	7	8	9	5	10	10	1	9	6	8	0	0	0	2018-07-20 13:27:56	40063	1532064476921	25
69	2	71	75	0	0	0	0	0	0	0	0	0	0	0	0	9	8	0	0	0	0	0	0	0	0	0	0	0	0	2018-07-20 13:27:56	40069	1532064476954	26
70	12	4	10	17	50	63	64	66	69	71	72	78	80	0	0	5	6	1	1	8	5	5	8	8	10	4	7	0	0	2018-07-20 13:27:56	40070	1532064476988	27
72	3	63	70	78	0	0	0	0	0	0	0	0	0	0	0	3	10	10	0	0	0	0	0	0	0	0	0	0	0	2018-07-20 13:27:57	40072	1532064477021	28
66	4	63	64	70	77	0	0	0	0	0	0	0	0	0	0	10	5	8	10	0	0	0	0	0	0	0	0	0	0	2018-07-20 13:27:57	40066	1532064477071	29
77	9	40	41	43	44	50	52	53	63	66	0	0	0	0	0	10	4	10	1	10	4	10	5	10	0	0	0	0	0	2018-07-20 13:27:57	40077	1532064477104	30
43	11	40	41	44	47	48	50	52	53	63	64	77	0	0	0	10	10	10	8	10	10	10	8	10	1	10	0	0	0	2018-07-20 13:27:57	40043	1532064477138	31
78	2	70	72	0	0	0	0	0	0	0	0	0	0	0	0	10	10	0	0	0	0	0	0	0	0	0	0	0	0	2018-07-20 13:27:57	40078	1532064477171	32
56	9	26	32	33	37	38	40	41	47	52	0	0	0	0	0	4	7	5	10	5	3	5	7	7	0	0	0	0	0	2018-07-20 13:27:57	40056	1532064477205	33
41	12	32	40	43	44	47	48	50	52	56	63	64	77	0	0	8	10	10	10	10	6	10	10	6	9	1	8	0	0	2018-07-20 13:27:57	40041	1532064477238	34
53	6	40	41	43	44	50	77	0	0	0	0	0	0	0	0	6	2	6	5	10	6	0	0	0	0	0	0	0	0	2018-07-20 13:27:57	40053	1532064477271	35
40	11	38	41	43	44	47	48	50	52	53	63	77	0	0	0	9	10	10	9	10	10	10	10	8	10	9	0	0	0	2018-07-20 13:27:57	40040	1532064477305	36
48	5	40	41	43	47	52	0	0	0	0	0	0	0	0	0	10	10	10	10	10	0	0	0	0	0	0	0	0	0	2018-07-20 13:27:57	40048	1532064477338	37
64	7	8	43	50	63	66	67	70	0	0	0	0	0	0	0	4	1	4	10	6	10	7	0	0	0	0	0	0	0	2018-07-20 13:27:57	40064	1532064477372	38
75	2	69	71	0	0	0	0	0	0	0	0	0	0	0	0	10	9	0	0	0	0	0	0	0	0	0	0	0	0	2018-07-20 13:27:57	40075	1532064477405	39
67	3	8	9	64	0	0	0	0	0	0	0	0	0	0	0	10	10	10	0	0	0	0	0	0	0	0	0	0	0	2018-07-20 13:27:57	40067	1532064477438	40
50	13	38	39	40	41	43	44	47	52	53	63	64	70	77	0	8	9	7	10	10	8	8	10	10	10	3	5	10	0	2018-07-20 13:27:57	40050	1532064477472	41
