addr	neighbor_num	neighbor0	neighbor1	neighbor2	neighbor3	neighbor4	neighbor5	neighbor6	neighbor7	neighbor8	neighbor9	neighbor10	neighbor11	neighbor12	neighbor13	reced0	reced1	reced2	reced3	reced4	reced5	reced6	reced7	reced8	reced9	reced10	reced11	reced12	reced13	insert_time	motelabMoteID	milli_time	motelabSeqNo
4	12	3	10	11	12	13	16	17	20	21	37	70	80	0	0	10	10	10	10	9	10	9	10	10	10	8	8	0	0	2018-07-20 14:51:25	40004	1532069485955	1
17	6	3	4	10	12	21	80	0	0	0	0	0	0	0	0	10	10	10	10	10	10	0	0	0	0	0	0	0	0	2018-07-20 14:51:25	40017	1532069485988	2
16	6	3	4	11	13	20	21	0	0	0	0	0	0	0	0	8	10	10	7	10	2	0	0	0	0	0	0	0	0	2018-07-20 14:51:26	40016	1532069486060	3
13	14	3	4	8	9	11	16	21	26	33	37	38	39	56	67	1	5	5	8	9	2	8	10	5	10	6	1	2	6	2018-07-20 14:51:26	40013	1532069486240	4
21	9	3	4	12	13	16	17	20	37	80	0	0	0	0	0	5	10	8	9	2	10	10	6	5	0	0	0	0	0	2018-07-20 14:51:26	40021	1532069486288	5
12	8	3	4	10	17	20	21	70	80	0	0	0	0	0	0	10	10	10	10	4	5	8	10	0	0	0	0	0	0	2018-07-20 14:51:26	40012	1532069486321	6
20	5	4	11	12	16	21	0	0	0	0	0	0	0	0	0	10	10	10	10	9	0	0	0	0	0	0	0	0	0	2018-07-20 14:51:26	40020	1532069486380	7
10	6	3	4	12	17	70	80	0	0	0	0	0	0	0	0	8	10	10	10	8	10	0	0	0	0	0	0	0	0	2018-07-20 14:51:26	40010	1532069486413	8
11	5	3	4	13	16	20	0	0	0	0	0	0	0	0	0	8	5	8	10	10	0	0	0	0	0	0	0	0	0	2018-07-20 14:51:26	40011	1532069486447	9
3	10	4	8	10	11	12	13	16	17	21	80	0	0	0	0	8	6	9	9	10	3	1	7	4	7	0	0	0	0	2018-07-20 14:51:26	40003	1532069486480	10
9	4	8	13	39	67	0	0	0	0	0	0	0	0	0	0	10	10	10	10	0	0	0	0	0	0	0	0	0	0	2018-07-20 14:51:26	40009	1532069486513	11
8	5	3	9	13	64	67	0	0	0	0	0	0	0	0	0	9	10	8	9	10	0	0	0	0	0	0	0	0	0	2018-07-20 14:51:26	40008	1532069486546	12
37	9	3	4	13	21	26	33	38	39	56	0	0	0	0	0	7	8	10	6	4	3	8	6	8	0	0	0	0	0	2018-07-20 14:51:27	40037	1532069487435	13
26	4	13	37	38	39	0	0	0	0	0	0	0	0	0	0	9	5	8	8	0	0	0	0	0	0	0	0	0	0	2018-07-20 14:51:27	40026	1532069487489	14
44	10	38	40	41	43	47	50	52	53	63	77	0	0	0	0	10	10	10	10	9	10	5	8	1	10	0	0	0	0	2018-07-20 14:51:27	40044	1532069487551	15
33	7	4	13	32	37	38	52	56	0	0	0	0	0	0	0	1	8	6	4	5	8	6	0	0	0	0	0	0	0	2018-07-20 14:51:27	40033	1532069487581	16
38	10	13	26	33	37	39	40	41	43	44	50	0	0	0	0	8	10	6	10	8	6	4	6	8	7	0	0	0	0	2018-07-20 14:51:27	40038	1532069487613	17
32	4	33	41	52	56	0	0	0	0	0	0	0	0	0	0	8	7	10	7	0	0	0	0	0	0	0	0	0	0	2018-07-20 14:51:27	40032	1532069487663	18
24	7	32	33	40	41	44	52	56	0	0	0	0	0	0	0	7	8	3	9	10	10	7	0	0	0	0	0	0	0	2018-07-20 14:51:27	40024	1532069487697	19
39	6	9	13	26	37	38	50	0	0	0	0	0	0	0	0	10	7	10	10	10	10	0	0	0	0	0	0	0	0	2018-07-20 14:51:27	40039	1532069487730	20
77	8	40	41	43	50	52	53	63	66	0	0	0	0	0	0	10	2	10	4	3	10	2	10	0	0	0	0	0	0	2018-07-20 14:51:28	40077	1532069488041	21
66	4	63	64	70	77	0	0	0	0	0	0	0	0	0	0	10	10	10	10	0	0	0	0	0	0	0	0	0	0	2018-07-20 14:51:28	40066	1532069488072	22
43	12	38	40	41	44	47	48	50	52	53	63	64	77	0	0	5	10	10	10	9	8	10	9	7	6	2	10	0	0	2018-07-20 14:51:28	40043	1532069488105	23
53	6	40	41	43	44	50	77	0	0	0	0	0	0	0	0	9	3	7	2	9	8	0	0	0	0	0	0	0	0	2018-07-20 14:51:28	40053	1532069488139	24
48	5	40	41	43	47	52	0	0	0	0	0	0	0	0	0	5	8	6	10	10	0	0	0	0	0	0	0	0	0	2018-07-20 14:51:28	40048	1532069488329	25
40	11	38	41	43	44	47	48	50	52	53	63	77	0	0	0	8	10	10	10	10	7	10	10	7	6	10	0	0	0	2018-07-20 14:51:28	40040	1532069488364	26
50	13	38	39	40	41	43	44	47	52	53	63	64	70	77	0	7	8	7	10	10	7	7	9	10	10	1	5	10	0	2018-07-20 14:51:28	40050	1532069488397	27
41	12	32	38	40	43	44	47	48	50	52	56	63	77	0	0	6	3	10	10	10	10	9	10	10	7	5	10	0	0	2018-07-20 14:51:28	40041	1532069488431	28
52	12	32	33	40	41	43	44	47	48	50	56	63	77	0	0	6	7	5	10	6	9	9	8	10	7	5	10	0	0	2018-07-20 14:51:28	40052	1532069488464	29
47	8	40	41	43	44	48	50	52	56	0	0	0	0	0	0	10	8	6	7	10	6	10	4	0	0	0	0	0	0	2018-07-20 14:51:28	40047	1532069488497	30
69	3	70	71	75	0	0	0	0	0	0	0	0	0	0	0	7	10	10	0	0	0	0	0	0	0	0	0	0	0	2018-07-20 14:51:28	40069	1532069488531	31
75	2	69	71	0	0	0	0	0	0	0	0	0	0	0	0	9	10	0	0	0	0	0	0	0	0	0	0	0	0	2018-07-20 14:51:28	40075	1532069488566	32
70	11	10	43	50	63	64	66	69	71	72	78	80	0	0	0	5	1	4	9	10	5	4	5	10	10	10	0	0	0	2018-07-20 14:51:28	40070	1532069488598	33
64	7	8	41	50	63	66	67	70	0	0	0	0	0	0	0	9	1	4	10	8	10	9	0	0	0	0	0	0	0	2018-07-20 14:51:28	40064	1532069488631	34
67	4	8	9	13	64	0	0	0	0	0	0	0	0	0	0	10	10	6	10	0	0	0	0	0	0	0	0	0	0	2018-07-20 14:51:28	40067	1532069488664	35
71	3	69	70	75	0	0	0	0	0	0	0	0	0	0	0	9	7	10	0	0	0	0	0	0	0	0	0	0	0	2018-07-20 14:51:28	40071	1532069488715	36
72	4	63	70	78	80	0	0	0	0	0	0	0	0	0	0	5	10	10	9	0	0	0	0	0	0	0	0	0	0	2018-07-20 14:51:28	40072	1532069488748	37
56	7	32	33	37	38	41	47	52	0	0	0	0	0	0	0	5	7	10	3	5	7	7	0	0	0	0	0	0	0	2018-07-20 14:51:28	40056	1532069488782	38
63	9	40	41	43	50	64	66	70	72	77	0	0	0	0	0	6	8	10	10	10	10	10	3	3	0	0	0	0	0	2018-07-20 14:51:28	40063	1532069488815	39
78	2	70	72	0	0	0	0	0	0	0	0	0	0	0	0	10	10	0	0	0	0	0	0	0	0	0	0	0	0	2018-07-20 14:51:28	40078	1532069488848	40
80	8	3	4	10	12	17	21	70	72	0	0	0	0	0	0	10	10	10	10	10	1	10	1	0	0	0	0	0	0	2018-07-20 14:51:28	40080	1532069488881	41
