addr	neighbor_num	neighbor0	neighbor1	neighbor2	neighbor3	neighbor4	neighbor5	neighbor6	neighbor7	neighbor8	neighbor9	neighbor10	neighbor11	neighbor12	neighbor13	reced0	reced1	reced2	reced3	reced4	reced5	reced6	reced7	reced8	reced9	reced10	reced11	reced12	reced13	insert_time	motelabMoteID	milli_time	motelabSeqNo
21	9	3	4	10	12	13	16	17	20	37	0	0	0	0	0	10	10	10	10	10	7	10	10	10	0	0	0	0	0	2018-07-20 12:27:29	40021	1532060849749	1
13	14	3	4	8	9	10	11	16	21	26	33	37	38	39	67	4	7	3	6	1	9	4	5	4	6	10	3	1	5	2018-07-20 12:27:29	40013	1532060849826	2
4	12	3	10	11	12	13	16	17	20	21	37	70	80	0	0	10	10	7	10	9	10	7	10	10	10	4	10	0	0	2018-07-20 12:27:29	40004	1532060849859	3
16	6	3	4	11	13	20	21	0	0	0	0	0	0	0	0	7	10	10	8	10	8	0	0	0	0	0	0	0	0	2018-07-20 12:27:29	40016	1532060849916	4
3	10	4	8	10	11	12	13	16	17	21	80	0	0	0	0	8	8	10	9	10	7	6	6	8	9	0	0	0	0	2018-07-20 12:27:29	40003	1532060849951	5
12	7	3	4	10	17	20	21	80	0	0	0	0	0	0	0	7	8	10	9	6	9	10	0	0	0	0	0	0	0	2018-07-20 12:27:29	40012	1532060849984	6
20	7	3	4	10	11	12	16	21	0	0	0	0	0	0	0	10	10	10	10	10	10	10	0	0	0	0	0	0	0	2018-07-20 12:27:30	40020	1532060850017	7
11	5	3	4	13	16	20	0	0	0	0	0	0	0	0	0	7	1	9	10	10	0	0	0	0	0	0	0	0	0	2018-07-20 12:27:30	40011	1532060850051	8
8	5	3	9	13	64	67	0	0	0	0	0	0	0	0	0	9	10	10	10	10	0	0	0	0	0	0	0	0	0	2018-07-20 12:27:30	40008	1532060850084	9
17	7	3	4	10	12	21	70	80	0	0	0	0	0	0	0	7	8	10	10	10	6	10	0	0	0	0	0	0	0	2018-07-20 12:27:30	40017	1532060850132	10
9	5	8	13	39	64	67	0	0	0	0	0	0	0	0	0	10	10	10	7	8	0	0	0	0	0	0	0	0	0	2018-07-20 12:27:30	40009	1532060850169	11
10	7	3	4	12	17	21	70	80	0	0	0	0	0	0	0	7	8	6	10	9	10	10	0	0	0	0	0	0	0	2018-07-20 12:27:30	40010	1532060850201	12
39	6	9	13	26	37	38	50	0	0	0	0	0	0	0	0	10	5	10	10	10	10	0	0	0	0	0	0	0	0	2018-07-20 12:27:31	40039	1532060851208	13
38	9	13	26	33	37	39	40	43	44	50	0	0	0	0	0	5	8	7	10	10	9	7	10	10	0	0	0	0	0	2018-07-20 12:27:31	40038	1532060851617	14
37	9	3	4	13	21	26	33	38	39	56	0	0	0	0	0	2	8	10	4	4	5	10	7	9	0	0	0	0	0	2018-07-20 12:27:31	40037	1532060851703	15
52	12	32	33	40	41	43	44	47	48	50	56	63	77	0	0	7	6	10	10	10	6	10	10	10	8	8	2	0	0	2018-07-20 12:27:31	40052	1532060851763	16
26	5	13	37	38	39	56	0	0	0	0	0	0	0	0	0	8	8	10	8	7	0	0	0	0	0	0	0	0	0	2018-07-20 12:27:31	40026	1532060851793	17
33	6	13	32	37	38	52	56	0	0	0	0	0	0	0	0	8	9	7	8	7	9	0	0	0	0	0	0	0	0	2018-07-20 12:27:31	40033	1532060851826	18
24	8	32	33	38	40	41	44	52	56	0	0	0	0	0	0	8	6	1	3	7	6	8	8	0	0	0	0	0	0	2018-07-20 12:27:31	40024	1532060851860	19
32	4	33	41	52	56	0	0	0	0	0	0	0	0	0	0	6	7	8	8	0	0	0	0	0	0	0	0	0	0	2018-07-20 12:27:31	40032	1532060851893	20
47	8	40	41	43	44	48	50	52	56	0	0	0	0	0	0	10	10	10	2	10	7	10	6	0	0	0	0	0	0	2018-07-20 12:27:32	40047	1532060852336	21
70	10	10	50	63	64	66	69	71	72	78	80	0	0	0	0	9	3	5	7	6	6	8	10	6	10	0	0	0	0	2018-07-20 12:27:32	40070	1532060852393	22
63	12	40	41	43	50	52	64	66	67	70	72	77	78	0	0	10	5	8	9	6	10	9	2	8	4	7	1	0	0	2018-07-20 12:27:32	40063	1532060852427	23
67	3	8	9	64	0	0	0	0	0	0	0	0	0	0	0	10	10	10	0	0	0	0	0	0	0	0	0	0	0	2018-07-20 12:27:32	40067	1532060852460	24
66	4	63	64	70	77	0	0	0	0	0	0	0	0	0	0	10	10	9	10	0	0	0	0	0	0	0	0	0	0	2018-07-20 12:27:32	40066	1532060852493	25
43	11	40	41	44	47	48	50	52	53	63	64	77	0	0	0	10	10	10	10	10	10	10	6	10	2	9	0	0	0	2018-07-20 12:27:32	40043	1532060852527	26
48	5	40	41	43	47	52	0	0	0	0	0	0	0	0	0	10	10	10	10	10	0	0	0	0	0	0	0	0	0	2018-07-20 12:27:32	40048	1532060852581	27
53	5	40	43	44	50	77	0	0	0	0	0	0	0	0	0	1	1	1	10	2	0	0	0	0	0	0	0	0	0	2018-07-20 12:27:32	40053	1532060852610	28
80	6	3	4	10	12	17	70	0	0	0	0	0	0	0	0	6	7	10	9	10	10	0	0	0	0	0	0	0	0	2018-07-20 12:27:32	40080	1532060852644	29
77	8	40	41	43	44	50	53	63	66	0	0	0	0	0	0	10	4	10	1	10	10	6	10	0	0	0	0	0	0	2018-07-20 12:27:32	40077	1532060852677	30
75	2	69	71	0	0	0	0	0	0	0	0	0	0	0	0	9	10	0	0	0	0	0	0	0	0	0	0	0	0	2018-07-20 12:27:32	40075	1532060852710	31
44	9	38	40	41	43	47	50	52	53	77	0	0	0	0	0	10	10	10	10	10	10	9	10	10	0	0	0	0	0	2018-07-20 12:27:32	40044	1532060852744	32
64	7	8	43	50	63	66	67	70	0	0	0	0	0	0	0	10	3	8	10	6	10	6	0	0	0	0	0	0	0	2018-07-20 12:27:32	40064	1532060852777	33
41	11	32	40	43	44	47	48	50	52	56	63	77	0	0	0	7	10	10	10	10	7	10	10	8	8	7	0	0	0	2018-07-20 12:27:32	40041	1532060852810	34
71	3	69	70	75	0	0	0	0	0	0	0	0	0	0	0	9	7	10	0	0	0	0	0	0	0	0	0	0	0	2018-07-20 12:27:32	40071	1532060852844	35
78	2	70	72	0	0	0	0	0	0	0	0	0	0	0	0	10	10	0	0	0	0	0	0	0	0	0	0	0	0	2018-07-20 12:27:32	40078	1532060852877	36
