addr	neighbor_num	neighbor0	neighbor1	neighbor2	neighbor3	neighbor4	neighbor5	neighbor6	neighbor7	neighbor8	neighbor9	neighbor10	neighbor11	neighbor12	neighbor13	reced0	reced1	reced2	reced3	reced4	reced5	reced6	reced7	reced8	reced9	reced10	reced11	reced12	reced13	insert_time	motelabMoteID	milli_time	motelabSeqNo
4	12	3	10	11	12	13	16	17	20	21	37	70	80	0	0	10	10	7	10	7	10	9	10	10	9	4	10	0	0	2018-07-23 05:30:58	40004	1532295058547	1
12	8	3	4	10	11	17	20	21	80	0	0	0	0	0	0	10	10	10	2	10	7	8	10	0	0	0	0	0	0	2018-07-23 05:30:58	40012	1532295058673	2
10	8	3	4	12	17	20	21	70	80	0	0	0	0	0	0	7	7	10	10	3	4	4	10	0	0	0	0	0	0	2018-07-23 05:30:58	40010	1532295058707	3
13	14	3	4	8	9	10	11	16	21	26	33	37	38	39	67	6	5	9	9	2	9	7	9	7	9	10	6	3	5	2018-07-23 05:30:58	40013	1532295058740	4
20	7	3	4	10	11	12	16	21	0	0	0	0	0	0	0	10	10	8	10	10	10	10	0	0	0	0	0	0	0	2018-07-23 05:30:58	40020	1532295058774	5
8	5	3	9	13	64	67	0	0	0	0	0	0	0	0	0	10	10	10	10	10	0	0	0	0	0	0	0	0	0	2018-07-23 05:30:58	40008	1532295058807	6
3	9	4	8	10	11	12	13	16	21	80	0	0	0	0	0	8	8	7	8	9	7	7	8	9	0	0	0	0	0	2018-07-23 05:30:58	40003	1532295058840	7
16	5	3	4	11	13	20	0	0	0	0	0	0	0	0	0	10	10	10	6	10	0	0	0	0	0	0	0	0	0	2018-07-23 05:30:58	40016	1532295058874	8
17	5	4	10	12	21	80	0	0	0	0	0	0	0	0	0	9	10	10	10	10	0	0	0	0	0	0	0	0	0	2018-07-23 05:30:58	40017	1532295058907	9
11	5	3	4	13	16	20	0	0	0	0	0	0	0	0	0	8	7	7	10	10	0	0	0	0	0	0	0	0	0	2018-07-23 05:30:58	40011	1532295058943	10
9	5	8	13	39	64	67	0	0	0	0	0	0	0	0	0	10	10	10	10	10	0	0	0	0	0	0	0	0	0	2018-07-23 05:30:58	40009	1532295058974	11
21	9	3	4	10	12	13	17	20	37	80	0	0	0	0	0	9	10	3	9	7	10	10	9	5	0	0	0	0	0	2018-07-23 05:30:59	40021	1532295059007	12
37	9	3	4	13	21	26	33	38	39	56	0	0	0	0	0	1	5	10	7	7	9	10	9	9	0	0	0	0	0	2018-07-23 05:31:00	40037	1532295060026	13
38	8	13	26	37	39	40	44	50	56	0	0	0	0	0	0	8	8	10	10	7	7	6	9	0	0	0	0	0	0	2018-07-23 05:31:00	40038	1532295060091	14
26	5	8	13	37	38	39	0	0	0	0	0	0	0	0	0	1	10	10	10	10	0	0	0	0	0	0	0	0	0	2018-07-23 05:31:00	40026	1532295060154	15
33	5	13	32	37	52	56	0	0	0	0	0	0	0	0	0	9	7	10	9	10	0	0	0	0	0	0	0	0	0	2018-07-23 05:31:00	40033	1532295060183	16
32	4	33	41	52	56	0	0	0	0	0	0	0	0	0	0	7	10	9	1	0	0	0	0	0	0	0	0	0	0	2018-07-23 05:31:00	40032	1532295060216	17
63	10	40	41	43	50	64	66	67	70	72	77	0	0	0	0	9	9	10	10	10	10	6	6	5	6	0	0	0	0	2018-07-23 05:31:00	40063	1532295060249	18
24	7	32	33	37	38	41	44	56	0	0	0	0	0	0	0	9	3	1	2	10	9	6	0	0	0	0	0	0	0	2018-07-23 05:31:00	40024	1532295060283	19
39	6	9	13	26	37	38	50	0	0	0	0	0	0	0	0	10	7	10	10	10	10	0	0	0	0	0	0	0	0	2018-07-23 05:31:00	40039	1532295060316	20
64	7	8	9	43	63	66	67	70	0	0	0	0	0	0	0	10	9	1	10	10	10	9	0	0	0	0	0	0	0	2018-07-23 05:31:00	40064	1532295060350	21
