addr	neighbor_num	neighbor0	neighbor1	neighbor2	neighbor3	neighbor4	neighbor5	neighbor6	neighbor7	neighbor8	neighbor9	neighbor10	neighbor11	neighbor12	neighbor13	reced0	reced1	reced2	reced3	reced4	reced5	reced6	reced7	reced8	reced9	reced10	reced11	reced12	reced13	insert_time	motelabMoteID	milli_time	motelabSeqNo
3	10	4	8	10	11	12	13	16	17	21	80	0	0	0	0	8	7	10	9	10	4	6	5	6	8	0	0	0	0	2018-07-20 09:14:36	40003	1532049276439	1
11	5	3	4	13	16	20	0	0	0	0	0	0	0	0	0	8	4	8	10	10	0	0	0	0	0	0	0	0	0	2018-07-20 09:14:36	40011	1532049276542	2
17	6	3	4	10	12	21	80	0	0	0	0	0	0	0	0	10	10	10	10	10	10	0	0	0	0	0	0	0	0	2018-07-20 09:14:36	40017	1532049276610	3
21	9	3	4	10	12	13	16	17	20	37	0	0	0	0	0	8	10	9	9	8	2	9	10	10	0	0	0	0	0	2018-07-20 09:14:36	40021	1532049276738	4
16	6	3	4	11	13	20	21	0	0	0	0	0	0	0	0	6	10	10	5	10	7	0	0	0	0	0	0	0	0	2018-07-20 09:14:36	40016	1532049276797	5
4	12	3	10	11	12	13	16	17	20	21	37	70	80	0	0	10	10	9	10	8	10	6	10	10	10	8	9	0	0	2018-07-20 09:14:36	40004	1532049276851	6
13	12	3	4	8	9	11	16	21	26	33	37	38	67	0	0	3	6	6	2	7	4	7	5	3	10	5	6	0	0	2018-07-20 09:14:36	40013	1532049276893	7
20	7	3	4	10	11	12	16	21	0	0	0	0	0	0	0	7	10	10	10	10	10	9	0	0	0	0	0	0	0	2018-07-20 09:14:36	40020	1532049276934	8
12	9	3	4	10	11	17	20	21	70	80	0	0	0	0	0	10	10	10	3	10	9	8	4	10	0	0	0	0	0	2018-07-20 09:14:36	40012	1532049276976	9
10	8	3	4	12	17	20	21	70	80	0	0	0	0	0	0	10	10	10	10	8	7	10	10	0	0	0	0	0	0	2018-07-20 09:14:37	40010	1532049277018	10
8	5	3	9	13	64	67	0	0	0	0	0	0	0	0	0	8	10	9	10	10	0	0	0	0	0	0	0	0	0	2018-07-20 09:14:37	40008	1532049277071	11
9	5	8	13	39	64	67	0	0	0	0	0	0	0	0	0	10	10	10	5	10	0	0	0	0	0	0	0	0	0	2018-07-20 09:14:37	40009	1532049277103	12
37	7	4	13	21	26	38	39	56	0	0	0	0	0	0	0	5	10	8	4	9	6	8	0	0	0	0	0	0	0	2018-07-20 09:14:38	40037	1532049278164	13
33	5	13	32	38	52	56	0	0	0	0	0	0	0	0	0	7	9	7	6	8	0	0	0	0	0	0	0	0	0	2018-07-20 09:14:38	40033	1532049278211	14
26	4	13	38	39	56	0	0	0	0	0	0	0	0	0	0	7	9	8	2	0	0	0	0	0	0	0	0	0	0	2018-07-20 09:14:38	40026	1532049278275	15
38	10	13	26	33	37	39	40	41	44	50	56	0	0	0	0	4	9	6	10	10	8	6	10	9	1	0	0	0	0	2018-07-20 09:14:38	40038	1532049278329	16
75	2	69	71	0	0	0	0	0	0	0	0	0	0	0	0	6	10	0	0	0	0	0	0	0	0	0	0	0	0	2018-07-20 09:14:38	40075	1532049278361	17
39	5	9	26	37	38	50	0	0	0	0	0	0	0	0	0	10	10	10	10	10	0	0	0	0	0	0	0	0	0	2018-07-20 09:14:38	40039	1532049278395	18
24	7	32	33	40	41	44	52	56	0	0	0	0	0	0	0	7	10	4	8	7	8	6	0	0	0	0	0	0	0	2018-07-20 09:14:38	40024	1532049278428	19
